solution_group,solution_priority_action_area,solution_name,sector,state,food_type,annual_tons_diversion_potential,annual_100_year_mtco2e_reduction_potential,annual_100_year_mtch4_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Dry Goods,186.07470384511657,477.59726081352267,4.900958891799829,20591464.58087736,310124.5064085276,0.2821822883811192,289772.64583962224,998912.3147155808,709139.6688759587
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Fresh Meat & Seafood,498.3657990487704,5270.430289144229,76.1602171801425,605278129.7437893,830609.665081284,0.7557717342574602,776101.0669485999,2675397.1583222942,1899296.0913736944
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Frozen,54.78768166221709,213.3391681539667,2.4264366719499195,12499220.89678177,91312.8027703618,0.0830855192407522,85320.41780324056,294118.91447995964,208798.49667671908
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Prepared Foods,964.15029019455,3772.309049307531,40.174783451408615,350804678.5761644,1606917.15032425,1.4621339150800348,1501463.524076148,5175886.771334572,3674423.247258423
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Produce,1261.0705767526954,1889.743539666832,10.37753380391696,43619347.10720071,2101784.2945878254,1.9124135296454623,1963855.1080016529,6769855.884829386,4806000.776827734
Prevention,Refine Product Management,Dynamic Pricing,Retail,Louisiana,Ready-To-Drink Beverages,228.91941157587684,320.8225405879034,2.650994104623969,3307248.785094495,381532.3526264614,0.3471562876548172,356494.36600262625,1228917.2820123192,872422.9160096928
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Breads & Bakery,184.59213788645883,316.2310472817386,2.2820387464710348,3070400.709400969,307653.56314409804,0.2799339771048147,287463.85774755786,990953.3962657412,703489.5385181835
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Dairy & Eggs,273.5738988104101,783.9946884385573,10.1751331945629,60200052.73662207,455956.4980173501,0.4148748175459869,426034.4412905221,1468637.7613903957,1042603.3200998736
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Dry Goods,57.68590516994958,136.01371292000056,0.9252021523667456,6383658.007117344,96143.17528324932,0.0874806751902285,89833.79805706206,309677.5642740872,219843.76621702517
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Fresh Meat & Seafood,159.1395324088102,1656.1307198431944,22.99363124666802,193279070.7720284,265232.5540146837,0.2413351008979606,247826.7191125856,854315.150830814,606488.4317182285
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Frozen,17.67330381002772,66.47038497384217,0.6567402718719546,4031974.3707974968,29455.5063500462,0.026801565227907,27522.494460192647,94876.307486918,67353.81302672536
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Prepared Foods,459.31089085324686,1725.1616386865735,15.45512583396652,167119598.54287016,765518.1514220781,0.6965449659789487,715281.1712455256,2465737.1242584065,1750455.9530128809
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Produce,551.0659818282959,815.9404985339675,2.8743922575724423,19060898.559885,918443.3030471596,0.8356915614426106,858170.6394626906,2958309.66861197,2100139.029149279
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maine,Ready-To-Drink Beverages,50.40870720961951,70.24510279562526,0.4223819721273565,728265.6133420111,84014.51201603252,0.0764448044833879,78501.07596379571,270611.0898475173,192110.0138837216
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Breads & Bakery,469.6040898472672,855.9475729593481,8.287055845703863,7811127.532915465,782673.4830787788,0.7121546022533808,731310.6875903895,2520994.5183075373,1789683.8307171478
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Dairy & Eggs,773.2553275950195,2227.797289661401,29.9638556432062,170155163.56826806,1288758.8793250325,1.172641704297847,1204184.3278885498,4151097.6677250657,2946913.3398365164
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Dry Goods,182.509646949269,447.9103592320018,3.794309803018068,20196946.9958285,304182.7449154484,0.2767758795985665,284220.81129182456,979773.8764306648,695553.0651388401
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Fresh Meat & Seafood,484.9015793350919,5083.9854298936025,71.92583190035917,588925487.2825491,808169.2988918199,0.7353532450616667,755133.345436888,2603116.6462370786,1847983.3008001908
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Frozen,58.49427939676929,223.5854258817245,2.365969900731682,13344841.343825232,97490.46566128214,0.0887065747052006,91092.67276541084,314017.1921406511,222924.5193752403
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Prepared Foods,1279.7196231643163,4899.035104998338,47.79480084727969,465624120.67643625,2132866.0386071946,1.940694808528686,1992897.1185996083,6869970.310559047,4877073.191959439
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Produce,1729.0542792826056,2574.386824205211,11.421928409236646,59806501.05200984,2881757.132137676,2.622110814532072,2692642.3794020247,9282151.612745382,6589509.233343357
Prevention,Refine Product Management,Dynamic Pricing,Retail,Maryland,Ready-To-Drink Beverages,265.0620606701762,370.3394187247412,2.612397603764832,3829409.538017793,441770.10111696034,0.4019666150063222,412779.0239345594,1422943.3184411663,1010164.2945066072
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Breads & Bakery,713.5624881348219,1226.205120155464,9.003650863136311,11868992.877251886,1189270.8135580367,1.082117513256457,1111225.147136828,3830646.197401812,2719421.050264984
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Dairy & Eggs,1125.62046631826,3226.580687109272,41.95027378940867,247693262.1439172,1876034.1105304328,1.7070034371716412,1752919.735977491,6042713.610535266,4289793.874557775
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Dry Goods,234.1875210237368,553.2649663415405,3.809795729297867,25915742.14438984,390312.5350395612,0.3551453756324967,364698.3506482218,1257198.2857919463,892499.9351437245
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Fresh Meat & Seafood,645.9148238097721,6724.323304604028,93.4463837584834,784480229.7340404,1076524.7063496204,0.9795298303075192,1005877.9813412192,3467490.520893065,2461612.5395518458
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Frozen,65.67574740457003,247.2049816198816,2.450943737702453,14983216.107446147,109459.57900761672,0.0995972709390304,102276.3153704002,352569.7556137565,250293.44024335625
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Prepared Foods,1774.7438143551765,6672.091918713131,60.03465877388795,645737951.5223453,2957906.357258627,2.6913989944696253,2763794.326397363,9527428.581051668,6763634.254654306
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Produce,2817.2932606966697,4172.570603482423,14.884327477601143,97447751.85981096,4695488.767827783,4.272425229846499,4387348.228363905,15124188.694759944,10736840.46639604
Prevention,Refine Product Management,Dynamic Pricing,Retail,Massachusetts,Ready-To-Drink Beverages,269.1221402837277,375.0724407031296,2.2742125383098006,3888066.3958039847,448536.90047287947,0.408123725740273,419101.7533955054,1444739.2070863962,1025637.4536908908
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Breads & Bakery,1000.4275019202278,1924.9561359145605,22.54856678283493,16640542.477976467,1667379.1698670462,1.5171483066620248,1557957.7353160805,5370635.185748211,3812677.4504321306
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Dairy & Eggs,1560.1454472706237,4516.9927654366,62.704760060506885,343310668.93037415,2600242.412117707,2.365960570785901,2429602.00826951,8375391.538031327,5945789.529761816
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Dry Goods,320.18587784164816,814.3488865264567,8.064836210138948,35432522.67305143,533643.1297360803,0.4855618837468594,498622.90287391713,1718866.722691468,1220243.8198175507
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Fresh Meat & Seafood,763.266748571395,8057.490583370242,115.93183659095206,927007172.1468724,1272111.2476189916,1.1574940242085203,1188629.1937835775,4097475.57731178,2908846.383528203
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Frozen,101.1107217580366,392.21685706413473,4.3974758590665095,23067324.76979928,168517.86959672766,0.1533344095460624,157458.9170969091,542796.7532757898,385337.8361788807
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Prepared Foods,1999.4868159698808,7788.159978811393,81.52431248342681,727510365.2689406,3332478.026616468,3.032221756418324,3113784.802620499,10733925.47353598,7620140.670915482
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Produce,2695.792270181913,4034.327094510332,21.27663651435897,93245137.052336,4492987.116969856,4.088168977730871,4198135.709058209,14471930.04182475,10273794.33276654
Prevention,Refine Product Management,Dynamic Pricing,Retail,Michigan,Ready-To-Drink Beverages,322.4952195590721,451.6792043592615,3.619308937279384,4659158.94044661,537492.0325984536,0.4890640004613328,502219.2222326343,1731264.0546917454,1229044.832459111
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Breads & Bakery,468.0056523672801,849.9019871326411,8.107789278423892,7784540.032338899,780009.4206121336,0.7097305718149803,728821.4537062899,2512413.562110552,1783592.1084042618
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Dairy & Eggs,808.7794885464975,2329.388205391586,31.263513133858165,177972270.28788704,1347965.8142441623,1.2265140943807633,1259505.819189757,4341803.449387397,3082297.63019764
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Dry Goods,162.34528847939526,397.4681807062349,3.327987658245324,17965511.63869294,270575.4807989921,0.2461966299790029,252819.0173632015,871524.7400479873,618705.722684786
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Fresh Meat & Seafood,357.64855013731983,3748.09257935248,52.96632538665565,434373397.90548176,596080.9168955331,0.5423740262832455,556963.2223639616,1919979.0927503752,1363015.8703864138
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Frozen,54.92001318654117,209.71775396260972,2.2103689514251035,12529410.912200425,91533.35531090196,0.0832861999973896,85526.49662609493,294829.3151230392,209302.81849694427
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Prepared Foods,1095.5721584323885,4189.246320956007,40.66972788202963,398622333.8877142,1825953.5973873136,1.6614351782627166,1706125.7467937688,5881404.07106908,4175278.324275311
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Produce,1405.4236377034729,2091.8261598569907,9.164753004007387,48612395.38512723,2342372.7295057885,2.1313249465773163,2188654.97355228,7544792.226368026,5356137.252815746
Prevention,Refine Product Management,Dynamic Pricing,Retail,Minnesota,Ready-To-Drink Beverages,148.56230480472783,207.5349944140483,1.4508000965269412,2146312.09600772,247603.84134121303,0.2252947352363697,231354.88728834115,797532.9945734966,566178.1072851554
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Breads & Bakery,274.6245875067203,535.701995265613,6.541219771992533,4567949.3068021815,457707.6458445338,0.4164681869539411,427670.67038126953,1474278.21576699,1046607.5453857206
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Dairy & Eggs,413.7271291073812,1199.3729102648554,16.78436766735976,91040830.64625992,689545.2151789687,0.6274171912913435,644293.9442046206,2221027.983155016,1576734.0389503955
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Dry Goods,120.15066302643172,308.3902667077032,3.16460780614855,13296155.097670097,200251.10504405288,0.1822084804795837,187109.66512425127,645009.6355829537,457899.9704587025
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Fresh Meat & Seafood,262.34170633752103,2774.375123305248,40.09103627939667,318620775.480281,437236.1772292017,0.3978411976608506,408542.6379223537,1408339.530891726,999796.8929693722
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Frozen,36.17033624389261,140.84460615976096,1.601911737022179,8251873.576447849,60283.89373982103,0.0548523149138631,56327.77490822065,194174.6704673091,137846.89555908844
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Prepared Foods,515.4263690340892,2016.643645636076,21.477090212680416,187537133.53360888,859043.9483901486,0.7816440886401961,802669.3559315711,2766984.10218,1964314.7462484287
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Produce,668.4427006494168,1001.676907284948,5.500712529375919,23120858.35511446,1114071.167749028,1.0136933555348404,1040960.4634953043,3588427.8279772573,2547467.3644819525
Prevention,Refine Product Management,Dynamic Pricing,Retail,Mississippi,Ready-To-Drink Beverages,143.42172729233602,201.00052943820097,1.6608908388747377,2072045.0488599653,239036.21215389337,0.2174990494388275,223349.5071043193,769936.6256111019,546587.1185067826
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Breads & Bakery,540.5187136555945,1054.3737398481078,12.874490696538324,8990681.081300708,900864.5227593244,0.8196966292587091,841745.4632209609,2901688.344774804,2059942.8815538436
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Dairy & Eggs,950.7231522855562,2756.0957785704013,38.56959289147894,209207033.8376162,1584538.5871425937,1.441771660441046,1480553.549761847,5103805.326992505,3623251.777230658
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Dry Goods,216.8894619648837,556.6893876126716,5.712578417103173,24001498.22478226,361482.4366081396,0.3289128690697461,337760.22183332307,1164336.419791351,826576.197958028
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Fresh Meat & Seafood,507.78034262173344,5369.993091608038,77.59894689341198,616712335.977666,846300.5710362224,0.7700488895858586,790762.2602442809,2725937.631143828,1935175.3708995476
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Frozen,71.39039911876667,277.9889183133768,3.161737770086672,16286952.494108682,118983.9985312778,0.1082635402636096,111175.6967105584,383247.9501972237,272072.2534866653
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Prepared Foods,1472.6732091551678,5761.942437882599,61.36421663116592,535830001.85703546,2454455.3485919465,2.233308921683812,2293382.1925049373,7905810.804897427,5612428.612392491
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Produce,1511.1124180384286,2264.4370444767355,12.435164604421477,52268079.43624376,2518520.6967307143,2.291601981955277,2353243.2646007766,8112165.555586025,5758922.290985249
Prevention,Refine Product Management,Dynamic Pricing,Retail,Missouri,Ready-To-Drink Beverages,223.21229566481125,312.8242174513318,2.584903026849092,3224796.833845228,372020.49277468544,0.3385014463756862,347606.7201083223,1198279.542183815,850672.8220754927
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Breads & Bakery,80.45463630109236,156.9404603796072,1.916330444040432,1338236.6941620011,134091.06050182058,0.1220094559506065,125291.36067005432,431907.8591360797,306616.4984660254
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Dairy & Eggs,128.3363261561137,372.04017374119945,5.206436638394429,28240463.129768383,213893.8769268562,0.1946220386157463,199857.13274894332,688953.06010754,489095.9273585966
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Dry Goods,27.34789166713433,70.19373337345287,0.7203068986184391,3026382.044354638,45579.81944522389,0.0414730777132092,42588.65263661604,146812.78649540115,104224.13385878514
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Fresh Meat & Seafood,59.54177208535578,629.6795640209484,9.09916832568896,72315019.44604403,99236.28680892628,0.0902950973674419,92723.92473893016,319640.48926047096,226916.56452154083
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Frozen,8.28216777873569,32.25014694581544,0.3668006203559637,1889487.5897261435,13803.612964559485,0.0125599074364526,12897.753541661184,44461.49431255319,31563.740770892007
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Prepared Foods,196.55141958732872,769.021911110879,8.19002058008458,71514947.69358875,327585.6993122145,0.2980702278041839,306087.9513464761,1055154.8891032385,749066.9377567623
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Produce,215.86203939219484,323.47427806231667,1.7763602228697932,7466482.365929372,359770.0656536581,0.3273547827382633,336160.22489052947,1158820.8658817236,822660.6409911942
Prevention,Refine Product Management,Dynamic Pricing,Retail,Montana,Ready-To-Drink Beverages,24.25443276821764,33.99173834866726,0.2808777020564342,350409.0926743273,40424.05461369607,0.036781847293002,37771.23387193886,130206.04670036436,92434.8128284255
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Breads & Bakery,181.9017680996185,354.83035586143177,4.332676301332665,3025650.6274275617,303169.6134993641,0.2758540313230713,283274.1664283733,976510.5759592772,693236.4095309038
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Dairy & Eggs,337.98735011101235,979.8073252047697,13.711704048557811,74374260.0791558,563312.2501850206,0.5125578164433502,526344.9930492052,1814431.0820722957,1288086.089023091
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Dry Goods,70.04480641035178,179.78374805660314,1.844886541305225,7751323.1001765905,116741.34401725298,0.1062229489212984,109080.21596394147,376024.3507543572,266944.13479041576
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Fresh Meat & Seafood,160.3009319980456,1695.2505348342947,24.49717420106444,194689620.5581481,267168.2199967427,0.2430963633750361,249635.35739009109,860549.9389455839,610914.5815554927
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Frozen,21.729196101787323,84.61187771350085,0.9623425681420664,4957282.618020131,36215.32683631221,0.0329523258883604,33838.70303845262,116649.71716420016,82811.01412574752
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Prepared Foods,437.1442767293751,1710.3591916426913,18.21518577884939,159054308.28477392,728573.7945489584,0.6629292956600971,680761.2806249991,2346739.198337672,1665977.917712672
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Produce,557.640407182143,835.6370978404752,4.588904287073511,19288302.280839536,929400.6786369052,0.8456616774917199,868408.9394050898,2993603.4205966718,2125194.4811915816
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nebraska,Ready-To-Drink Beverages,62.23043707918583,87.21377880627026,0.7206576353199008,899056.7292185231,103717.3951319764,0.0943724578305853,96910.96119761508,334074.1576580683,237163.19646045315
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Breads & Bakery,335.9398995751752,655.3079464792902,8.001675062137505,5587833.359436777,559899.832625292,0.5094528577057531,523156.5147298246,1803439.6710327747,1280283.1563029503
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Dairy & Eggs,470.0713443675323,1362.711789150937,19.070178672539903,103439399.1676499,783452.2406125537,0.7128631937333626,732038.3393120895,2523502.8995369803,1791464.5602248907
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Dry Goods,97.56689760974716,250.4245987314606,2.5697816226746784,10796982.474681083,162611.4960162453,0.1479602002251815,151940.1481368094,523772.29960335867,371832.15146654926
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Fresh Meat & Seafood,292.2248936905969,3090.4025394370083,44.657782318529314,354914678.0441746,487041.4894843284,0.4431590512817902,455079.48622296815,1568762.647162207,1113683.160939239
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Frozen,30.773334236456,119.82908070112774,1.3628893292085165,7020605.55734775,51288.89039409333,0.0466677613695855,47923.06691202569,165201.7275773364,117278.6606653107
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Prepared Foods,755.8878725053809,2957.4669952528766,31.496782089151203,275028701.28303754,1259813.1208423015,1.1463039586544097,1177138.129190771,4057863.260221989,2880725.131031219
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Produce,1061.6072209268127,1590.8430696845342,8.736120741171511,36720081.107877925,1769345.3682113546,1.6099273505355114,1653232.4216754856,5699068.731327762,4045836.309652276
Prevention,Refine Product Management,Dynamic Pricing,Retail,Nevada,Ready-To-Drink Beverages,125.25640697715984,175.54246900553997,1.4505279136311682,1809606.694988408,208760.6782952664,0.1899513411808629,195060.7992817111,672419.0061356117,477358.20685390057
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Breads & Bakery,236.37999888827832,429.7801038198367,4.119777424549641,3931810.5558818136,393966.6648137972,0.358470268314074,368112.6788649247,1268968.2528717,900855.574006775
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Dairy & Eggs,351.2151406673028,1011.650796793321,13.58709582329858,77285041.01454586,585358.567778838,0.5326177608219645,546944.5253279138,1885442.362005088,1338497.836677174
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Dry Goods,71.99797885337222,176.40902088653388,1.482682452965926,7967465.758741712,119996.63142228704,0.1091849349311389,112121.87576454594,386509.64491728775,274387.7691527418
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Fresh Meat & Seafood,199.78275643220925,2093.99471957403,29.602214600992568,242641315.6744588,332971.2607203487,0.3029705501294452,311120.08633200044,1072501.804619665,761381.7182876645
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Frozen,21.160218968413258,80.82812969089196,0.8530123080942618,4827476.598500883,35267.0316140221,0.0320894720655987,32952.639506156025,113595.25434053762,80642.61483438159
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Prepared Foods,500.38931055712186,1914.1022319351089,18.612010440595608,182065921.7117683,833982.1842618698,0.7588403894598751,779252.2652122283,2686260.056517975,1907007.7913057469
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Produce,709.7209065739911,1056.46102223195,4.647587971282469,24548636.011162035,1182868.1776233185,1.0762917548194575,1105242.682943215,3810023.280638809,2704780.597695595
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Hampshire,Ready-To-Drink Beverages,69.37927260661401,96.92482038569187,0.6795561207132352,1002337.5189522088,115632.12101102337,0.1052136669079301,108043.78550230642,372451.5388746375,264407.7533723311
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Breads & Bakery,664.1064855458183,1220.6115854691125,12.208676217525028,11046369.838307433,1106844.142576364,1.0071174853302334,1034207.7104475535,3565149.5500774006,2530941.839629847
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Dairy & Eggs,1151.4111327166256,3319.745916213042,44.86741925976857,253368509.2491617,1919018.5545277095,1.7461149827647628,1793083.3341764284,6181166.682004309,4388083.347827881
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Dry Goods,266.2170000601955,656.9184100711989,5.710888753676491,29460199.663302097,443695.0001003259,0.4037180805912864,414577.601795572,1429143.42600872,1014565.824213148
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Fresh Meat & Seafood,747.6609599766804,7847.013296442288,111.30177163050068,908053538.9886276,1246101.599961134,1.1338278458046356,1164326.424207395,4013698.394890015,2849371.970682619
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Frozen,73.10300122157798,280.0496286145328,2.9903707619644715,16677664.262555238,121838.33536929663,0.110860701352523,113842.7182473236,392441.7809294762,278599.0626821526
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Prepared Foods,2020.3320056902328,7754.599809700959,76.49707863967939,735094857.182781,3367220.009483722,3.0638334866292385,3146246.8496020343,10845829.543696828,7699582.694094794
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Produce,2740.7900236851365,4083.9076592573792,18.636399181246933,94801570.66143312,4567983.372808562,4.15640807091851,4268210.350156774,14713493.291315774,10445282.941159
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Jersey,Ready-To-Drink Beverages,358.3888983095341,500.9171213931304,3.605988638277766,5177722.764382923,597314.8305158903,0.5434967642864085,558116.160642362,1923953.533612673,1365837.372970311
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Breads & Bakery,224.3058918197692,437.5468157771659,5.342690353645005,3730976.721174637,373843.1530329487,0.3401598849446798,349309.7686407331,1204150.3383959772,854840.569755244
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Dairy & Eggs,335.0477500801661,971.2855812920188,13.59244832602602,73727399.84266755,558412.9168002768,0.5080999129965719,521767.17746736464,1798650.3090253868,1276883.131558022
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Dry Goods,76.8631572308197,197.2843841335612,2.0244727848431854,8505857.846267205,128105.26205136615,0.116562977940538,119698.37908166608,412627.5776297616,292929.19854809553
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Fresh Meat & Seafood,217.53647781695236,2300.540775206805,33.24390523339468,264203668.66148227,362560.7963615872,0.3298940686094082,338767.8144371526,1167809.8210065183,829042.0065693657
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Frozen,21.50507241430138,83.73915670028767,0.9524165789804632,4906151.206850749,35841.78735716897,0.032612442316288,33489.6770151615,115446.54496065588,81956.86794549438
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Prepared Foods,479.1060216395589,1874.537610359425,19.96367253672789,174322028.04321712,798510.0360659315,0.7265642818163909,746107.9698600516,2572004.120820774,1825896.1509607225
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Produce,736.6764111312389,1103.9267067391202,6.062217690264829,25481003.740143545,1227794.018552065,1.1171697774805238,1147220.2742766254,3954729.599634322,2807509.325357696
Prevention,Refine Product Management,Dynamic Pricing,Retail,New Mexico,Ready-To-Drink Beverages,88.07152351361314,123.42915671753428,1.0199095306622885,1272388.5542806997,146785.8725226886,0.1335604654083943,137153.0781148464,472797.90103409,335644.8229192436
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Breads & Bakery,1154.6866837455389,2147.6461006467152,22.450404690333304,19206402.03587042,1924477.806242565,1.7510823559001096,1798184.3235565908,6198750.954302729,4400566.630746138
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Dairy & Eggs,1920.7763850164515,5543.873443501156,75.44697369820533,422667660.0949501,3201293.975027419,2.9128573878774486,2991209.678967276,10311381.102102255,7320171.423134982
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Dry Goods,433.2420435904958,1077.4368500498676,9.70650737154795,47943584.00788474,722070.0726508264,0.6570115591049869,674684.36421471,2325790.683269432,1651106.3190547214
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Fresh Meat & Seafood,1106.004013320695,11625.218482595226,165.4992085019809,1343270428.9693108,1843340.0222011583,1.677255086200834,1722371.1908521715,5937405.817130863,4215034.626278691
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Frozen,121.06725442302933,465.2827253892133,5.032199284793534,27620193.27136257,201778.7573717156,0.1835984913325239,188537.0655642756,649930.2100334486,461393.144469173
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Prepared Foods,3210.283552049561,12368.448292164729,123.9335022070263,1168056993.881989,5350472.586749269,4.868395006683159,4999348.861235529,17233894.277969286,12234545.416733757
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Produce,4047.3085224760216,6037.367721016704,28.647805697819575,139992922.3203454,6745514.204126703,6.137743374334886,6302841.143110642,21727329.08348371,15424487.94037307
Prevention,Refine Product Management,Dynamic Pricing,Retail,New York,Ready-To-Drink Beverages,534.312274237532,747.1966649007907,5.534224487150933,7719326.2365495665,890520.4570625535,0.8102845638812173,832080.224828792,2868370.06648589,2036289.8416570984
Prevention,Refine Product Management,Dynamic Pricing,Retail,North Carolina,Breads & Bakery,1008.4232735749172,1967.1012149017608,24.019401596677024,16773539.599315768,1680705.4559581953,1.5292738943763615,1570409.4864677968,5413559.208232058,3843149.721764261
Prevention,Refine Product Management,Dynamic Pricing,Retail,North Carolina,Dairy & Eggs,1711.4352154760502,4961.359530722273,69.43068480278835,376602046.7412,2852392.025793417,2.59539150426943,2665204.3524647765,9187566.484050095,6522362.131585318
